Sanskrit,English
 dadāmīty eva brūyād anu cainām abhutsata  vaśāṃ brahmabhyo yācadbhyas tat prajāvad apatyavat,give the gift shall be his word and straightway they have bound the cow for brahman priests who beg the boon that bringeth sons and progeny
 prajayā sa vikrīṇīte paśubhiś copadasyati  ya ārṣeyebhyo yācadbhyo devānāṃ gāṃ na ditsati,he trades and traffics with his sons and in his cattle suffers loss who will not give the cow of gods to rishis children when they beg
 kūṭayāsya saṃśīryante śloṇayā kāṭam ardati  baṇḍayā dahyante gṛhāḥ kāṇayā dīyate svam,they perish through a hornless cow a lame cow sinks them in a pit through a maimed cow his house is burnt a one-eyed cow destroys his wealth
 vilohito adhiṣṭhānācchakno vindati gopatim  tathā vaśāyāḥ saṃvidyaṃ duradabhnā hy ucyase,fierce fever where her droppings fall attacks the master of the kine so have they named her vasa for thou art called uncontrollable
 pador asyā adhiṣṭhānād viklindur nāma vindati  anāmanāt saṃśīryante yā mukhenopajighrati,the malady viklindu springs on him from ground whereon she stands and suddenly from fell disease perish the men on whom she sniffs
 yo asyāḥ karṇāv āskunoty ā sa deveṣu vṛścate  lakṣma kurva iti manyate kanīyaḥ kṛṇute svam,whoever twitches up her ears is separated from the gods he deems he makes a mark but he diminishes his wealth thereby
 yad asyāḥ kasmaicid bhogāya bālān kaścit prakṛntati  tataḥ kiśorā mriyante vatsāṃś ca ghātuko vṛkaḥ,if to his own advantage one applies the long hair of her tail his colts in consequence thereof die and the wolf destroys his calves
 yad asyā gopatau satyā loma dhvāṅkṣo ajīhiḍat  tataḥ kumārā mriyante yakṣmo vindaty anāmanāt,if while her master owneth her a carrion crow hath harmed her hair his young boys die thereof decline oertakes them after fell disease
 yad asyāḥ palpūlanaṃ śakṛd dāsī samasyati  tato 'parūpaṃ jāyate tasmād avyeṣyad enasaḥ,what time the dasi woman throws lye on the droppings of the cow misshapen birth arises thence inseparable from that sin
 jāyamānābhijāyate devānt sabrāhmaṇān vaśā  tasmād brahmabhyo deyaiṣā tad āhuḥ svasya gopanam,for gods and brahmans is the cow produced when first she springs to life hence to the priests must she be given this they call guarding private wealth
 ya enāṃ vanim āyanti teṣāṃ devakṛtā vaśā  brahmajyeyaṃ tad abruvan ya enāṃ nipriyāyate,the god-created cow belongs to those who come to ask for her they call it outrage on the priests when one retains her as his own
 ya ārṣeyebhyo yācadbhyo devānāṃ gāṃ na ditsati  ā sa deveṣu vṛścate brāhmaṇānāṃ ca manyave,he who withholds the cow of gods from rishis sons who ask the gift is made an alien to the gods and subject to the brahmans wrath
 yo asya syād vaśābhogo anyām iccheta tarhi saḥ  hiṃste adattā puruṣaṃ yācitāṃ ca na ditsati,then let him seek another cow whateer his profit be in this the cow not given harms a man when he denies her at their prayer
 yathā śevadhir nihito brāhmaṇānāṃ tathā vaśā  tām etad acchāyanti yasmin kasmiṃś ca jāyate,like a rich treasure stored away in safety is the brahmans cow therefore men come to visit her with whomsoever she is born
 svam etad acchāyanti yad vaśāṃ brāhmaṇā abhi  yathainān anyasmin jinīyād evāsyā nirodhanam,so when the brahmans come unto the cow they come unto their own for this is her withholding to oppress these in another life
 cared evā traihāyaṇād avijñātagadā satī  vaśāṃ ca vidyān nārada brāhmaṇās tarhy eṣyāḥ,thus after three years may she go speaking what is not under- stood he narads would know the cow then brahmans must be sought unto
 ya enām avaśām āha devānāṃ nihitaṃ nidhim  ubhau tasmai bhavāśarvau parikramyeṣum asyataḥ,whoso calls her a worthless cow the stored-up treasure of the gods bhava and sarva both of them move round and shoot a shaft at him
 yo asyā ūdho na vedātho asyā stanān uta  ubhayenaivāsmai duhe dātuṃ ced aśakad vaśām,the man who hath no knowledge of her udder and the teats thereof she yields him milk with these if he hath purposed to bestow the cow
 duradabhnainam āśaye yācitāṃ ca na ditsati  nāsmai kāmāḥ samṛdhyante yām adattvā cikīrṣati,if he withholds the cow they beg she lies rebellious in his stall vain are the wishes and the hopes which he withholding her would gain
 devā vaśām ayācan mukhaṃ kṛtvā brāhmaṇam  teṣāṃ sarveṣām adadaddheḍaṃ nyeti mānuṣaḥ,the deities have begged the cow using the brahman as their mouth the man who gives her not incurs the enmity of all the gods
 heḍaṃ paśūnāṃ nyeti brāhmaṇebhyo 'dadad vaśām  devānāṃ nihitaṃ bhāgaṃ martyaś cen nipriyāyate,withholding her from brahmans he incurs the anger of the beasts when mortal man appropriates the destined portion of the gods
 yad anye śataṃ yāceyur brāhmaṇā gopatiṃ vaśām  athaināṃ devā abruvann evaṃ ha viduṣo vaśā,if hundred other brahmans beg the cow of him who owneth her the gods have said she verily belongs to him who knows the truth
 ya evaṃ viduṣe 'dattvāthānyebhyo dadad vaśām  durgā tasmā adhiṣṭhāne pṛthivī sahadevatā,whoso to others not to him who hath this knowledge gives the cow earth with the deities is hard for him to win and rest upon
 devā vaśām ayācan yasminn agre ajāyata  tām etāṃ vidyān nāradaḥ saha devair udājata,the deities begged the cow from him with whom at first she was produced her this one narada would know with deities he drove her forth
 anapatyam alpapaśuṃ vaśā kṛṇoti pūruṣam  brāhmaṇaiś ca yācitām athaināṃ nipriyāyate,the cow deprives of progeny and makes him poor in cattle who retains in his possession her whom brahmans have solicited
 agnīṣomābhyāṃ kāmāya mitrāya varuṇāya ca  tebhyo yācanti brāhmaṇās teṣv āvṛścate 'dadat,for agni and for soma for kama mitra and varuna for these the brahmans ask from these is he who giveth not estranged
 yāvad asyā gopatir nopaśṛṇuyād ṛcaḥ svayam  cared asya tāvad goṣu nāsya śrutvā gṛhe vaset,long as her owner hath not heard himself the verses let her move among his kine when he hath heard let her not make her home with him;
 yo asyā ṛca upaśrutyātha goṣv acīcarat  āyuś ca tasya bhūtiṃ ca devā vṛścanti hīḍitāḥ,he who hath heard her verses and still makes her roam among his kine the gods in anger rend away his life and his prosperity
 vaśā carantī bahudhā devānāṃ nihito nidhiḥ  āviṣkṛṇuṣva rūpāṇi yadā sthāma jighāṃsati,roaming in many a place the cow is the stored treasure of the gods make manifest thy shape and form when she would seek her dwelling-place
 āvir ātmānaṃ kṛṇute yadā sthāma jighāṃsati  atho ha brahmabhyo vaśā yāñcyāya kṛṇute manaḥ,her shape and form she manifests when she would seek her dwelling-place; then verily the cow attends to brahman priests and their request
 manasā saṃkalpayati tad devāṁ apigacchati  tato ha brahmāṇo vaśām upaprayanti yācitum,this thought he settles in his mind this safely goeth to the gods then verily the brahman priests approach that they may beg the cow
 svadhākāreṇa pitṛbhyo yajñena devatābhyaḥ  dānena rājanyo vaśāyā mātur heḍam na gacchati,by svadha to the fathers by sacrifice to the deities by giving them the cow the prince doth not incur the mothers wrath
 vaśā mātā rājanyasya tathā sambhūtam agraśaḥ  tasyā āhur anarpaṇaṃ yad brahmabhyaḥ pradīyate,the princes mother is the cow so was it ordered from of old she when bestowed upon the priests cannot be given back they say
 yathājyaṃ pragṛhītam ālumpet sruco agnaye  evā ha brahmabhyo vaśām agnaya āvṛścate 'dadat,as molten butter held at length drops down to agni from the scoop so falls away from agni he who gives no cow to brahman priests
 puroḍāśavatsā sudughā loke 'smā upatiṣṭhati  sāsmai sarvān kāmān vaśā pradaduṣe duhe,good milker with rice-cake as calf she in the world comes nigh to him to him who gave her as a gift the cow grants every hope and wish
 sarvān kāmān yamarājye vaśā pradaduṣe duhe  athāhur nārakaṃ lokaṃ nirundhānasya yācitām,in yamas realm the cow fulfils each wish for him who gave her up; but hell they say is for the man who when they beg bestow her not
 pravīyamānā carati kruddhā gopataye vaśā  vehataṃ mā manyamāno mṛtyoḥ pāśeṣu badhyatām,enraged against her owner roams the cow when she hath been impregned he deemed me fruitless is her thought; let him be bound in snares of death
 yo vehataṃ manyamāno 'mā ca pacate vaśām  apy asya putrān pautrāṃś ca yācayate bṛhaspatiḥ,whoever looking on the cow as fruitless cooks her flesh at home brihaspati compels his sons and children of his sons to beg
 mahad eṣāvatapati carantī goṣu gaur api  atho ha gopataye vaśādaduṣe viṣaṃ duhe,downward she sends a mighty heat though amid kine a cow she roams poison she yields for him who owns and hath not given her away
 priyaṃ paśūnāṃ bhavati yad brahmabhyaḥ pradīyate  atho vaśāyās tat priyaṃ yad devatrā haviḥ syāt,the animal is happy when it is bestowed upon the priests but happy is the cow when she is made a sacrifice to gods
 yā vaśā udakalpayan devā yajñād udetya  tāsāṃ viliptyaṃ bhīmām udākuruta nāradaḥ,narada chose the terrible vilipti out of all the cows which the gods formed and framed when they had risen up from sacri- fice
 tāṃ devā amīmāṃsanta vaśeyā3m avaśeti  tām abravīn nārada eṣā vaśānāṃ vaśatameti,the gods considered her in doubt whether she were a cow or not mirada spake of her and said the veriest cow of cows is she
 kati nu vaśā nārada yās tvaṃ vettha manuṣyajāḥ  tās tvā pṛcchāmi vidvāṃsaṃ kasyā nāśnīyād abrāhmaṇaḥ,how many cows o narada knowest thou born among man- kind i ask thee who dost know of which must none who is no brahman eat?
 viliptyā bṛhaspate yā ca sūtavaśā vaśā  tasyā nāśnīyād abrāhmaṇo ya āśaṃseta bhūtyām,vilipti cow and she who drops no second calf brihaspati of these none not a brahmana should eat if he hope for emi- nence
 namas te astu nāradānuṣṭhu viduṣe vaśā  katamāsāṃ bhīmatamā yām adattvā parābhavet,homage o narada to thee who hast quick knowledge of the cows which of these is the direst whose withholding bringeth death to man?
 viliptī yā bṛhaspate 'tho sūtavaśā vaśā  tasyā nāśnīyād abrāhmaṇo ya āśaṃseta bhūtyām,vilipti o brihaspati cow mother of no second calf--of these none not a brahman should eat if he hope for eminence
 trīṇi vai vaśājātāni viliptī sūtavaśā vaśā  tāḥ prayacched brahmabhyaḥ so 'nāvraskaḥ prajāpatau,threefold are kine vilipti cow the mother of no seeond calf these one should give to priests and he will not offend praja- pati
 etad vo brāhmaṇā havir iti manvīta yācitaḥ  vaśāṃ ced enaṃ yāceyur yā bhīmādaduṣo gṛhe,this brahmans is your sacrifice thus should one think when he is asked what time they beg from him the cow fearful in the with- holders house
 devā vaśāṃ paryavadan na no 'dād iti hīḍitāḥ  etābhir ṛgbhir bhedaṃ tasmād vai sa parābhavat,he gave her not to us so spake the gods in anger of the cow with these same verses they addressed bheda this brought him to his death
 utaināṃ bhedo nādadād vaśām indreṇa yācitaḥ  tasmāt taṃ devā āgaso 'vṛścann ahamuttare,solicited by indra still bheda refused to give this cow in strife for victory the gods destroyed him for that sin of his
 ye vaśāyā adānāya vadanti parirāpiṇaḥ  indrasya manyave jālmā āvṛścante acittyā,the men of evil counsel who advise refusal of the cow miscreants through their foolishness are subjected to indras wrath
 ye gopatiṃ parāṇīyāthāhur mā dadā iti  rudrasyāstāṃ te hetiṃ pariyanty acittyā,they who seduce the owner of the cow and say bestow her not encounter through their want of sense the missile shot by rudras hand
 tasya vrātyasya,of that vratya
 yad asya dakṣiṇam akṣy asau sa ādityo yad asya savyam akṣy asau sa candramāḥ,the right eye is the sun and the left eye is the moon
 yo 'sya dakṣiṇaḥ karṇo 'yaṃ so agnir yo 'sya savyaḥ karṇo 'yaṃ sa pavamānaḥ,his right ear is agni and his left ear is pavamana
 svastidā viśāṃ patir vṛtrahā vimṛdho vaśī  vṛṣendraḥ pura etu naḥ somapā abhayaṃkaraḥ,lord of the clans giver of bliss fiend-slayer mighty oer the foe may indra soma-drinker go before us bull who brings us peace
 vi na indra mṛdho jahi nīcā yaccha pṛtanyataḥ  adhamaṃ gamayā tamo yo asmāṁ abhidāsati,indra subdue our enemies lay low the men who fight with us down into nether darkness send the man who shows us enmity  with ruddy hues we compass thee that thou mayst live a leng- thened life so that this man be free from harm and cast his yellow tint away
 vi rakṣo vi mṛdho jahi vi vṛtrasya hanū ruja  vi manyum indra vṛtrahann amitrasyābhidāsataḥ,strike down the fiend strike down the foes break thou asunder vritras jaws o indra vritra-slayer quell the wrath of the assailing foe  devatyas that are red of hue yea and the ruddy-coloured kine each several form each several force--with these we compass thee about
 vātājjāto antarikṣād vidyuto jyotiṣas pari  sa no hiraṇyajāḥ śaṅkhaḥ kṛśanaḥ pātv aṃhasaḥ,child of the wind firmament sprung from the lightning and the light may this the gold-born shell that bears the pearl preserve us from distress
 yo agrato rocanānāṃ samudrād adhi jajñiṣe  śaṅkhena hatvā rakṣāṃsy attriṇo vi ṣahāmahe,shell that wast born from out the sea set at the head of things that shine with thee we slay the rakshasas and overcome voracious fiends
 śaṅkhenāmīvām amatiṃ śaṅkhenota sadānvāḥ  śaṅkho no viśvabheṣajaḥ kṛśanaḥ pātv aṃhasaḥ,we stay disease and indigence and chase sadanvas with the shell may the all-healing shell that bears the pearl preserve us from distress
 divi jātaḥ samudrajaḥ sindhutas pary ābhṛtaḥ  sa no hiraṇyajāḥ śaṅkha āyuṣprataraṇo maṇiḥ,born in the heaven sprung from the sea brought to us hither from the flood this gold-born shell shall be to us an amulet to lengthen life
 samudrājjāto maṇir vṛtrāj jāto divākaraḥ  so asmānt sarvataḥ pātu hetyā devāsurebhyaḥ,from ocean sprang the amulet from vritra sprang the lord of day may this protect us round about from shaft of god and asura
 hiraṇyānām eko 'si somāt tvam adhi jajñiṣe  rathe tvam asi darśata iṣudhau rocanas tvaṃ pra ṇa āyūṃṣi tāriṣat,peerless mid golden ornaments art thou from soma wast thou born thou gleamest on the quiver thou art beautiful upon the car may it prolong our days of life
 yat te devī nirṛtir ābabandha dāma grīvāsv avimokyaṃ yat  tat te vi ṣyāmy āyuṣe varcase balāyādomadam annam addhi prasūtaḥ,that collar round thy neck not to be loosened which nirriti the goddess bound and fastened i loose for thy long life and strength and vigour eat liberated food that brings no sorrow
 namo 'stu te nirṛte tigmatejo 'yasmayān vi cṛtā bandhapāśān  yamo mahyam punar it tvām dadāti tasmai yamāya namo astu mṛtyave,to thee sharp-pointed nirriti be homage loose thou the binding fetters wrought of iron to me in truth again doth yama give thee to him to yama yea to death be homage
 ayasmaye drupade bedhiṣa ihābhihito mṛtyubhir ye sahasram  yamena tvaṃ pitṛbhiḥ saṃvidāna uttamaṃ nākam adhi rohayemam,compassed by death which comes in thousand manners here art thou fastened to the iron pillar unanimous with yama and the fathers make this man rise and reach the loftiest heaven
 tvaṃ no medhe prathamā gobhir aśvebhir ā gahi  tvaṃ sūryasya raśmibhis tvam no asi yajñiyā,intelligence come first to us with store of horses and of kine thou with the rays of surya art our worshipful and holy one
 medhām ahaṃ prathamāṃ brahmaṇvatīṃ brahmajūtām ṛṣiṣṭutām  prapītāṃ brahmacāribhir devānām avase huve,the first devout intelligence lauded by sages sped by prayer drunk by brahmacharis for the favour of the gods i call
 yāṃ medhām ṛbhavo vidur yāṃ medhām asurā viduḥ  ṛṣayo bhadrāṃ medhāṃ yāṃ vidus tāṃ mayy ā veśayāmasi,that excellent intelligence which ribhus know and asuras intelligence which sages know we cause to enter into me
 yām ṛṣayo bhūtakṛto medhāṃ medhāvino viduḥ  tayā mām adya medhayāgne medhāvinaṃ kṛṇu,do thou o agni make me wise this day with that intelligence which the creative ishis which the men endowed with wisdom knew
 himavataḥ pra sravanti sindhau samaha saṅgamaḥ  āpo ha mahyaṃ tad devīr dadan hṛddyotabheṣajam,forth from the hills of snow they stream and meet in sindhu here or there to me the sacred waters gave the balm that heals the hearts disease
 yan me akṣyor ādidyota pārṣṇyoḥ prapadoś ca yat  āpas tat sarvaṃ niṣ karan bhiṣajāṃ subhiṣaktamāḥ,whatever rupture i have had that injured eyes or heels or toes all this the waters skilfullest physicians shall make well again
 ṛdhaṅmantro yoniṃ ya ābabhūvāmṛtāsur vardhamānaḥ sujanmā  adabdhāsur bhrājamāno 'heva trito dhartā dādhāra trīṇi,he who with special plans and deathless spirit waxing well- born hath come unto his birth-place as he who shines upholds the days thus trita of pure life bears the three as their supporter  there was a roaming vratya he roused prajapati to action
 ā yo dharmāṇi prathamaḥ sasāda tato vapūṃṣi kṛṇuṣe purūṇi  dhāsyur yoniṃ prathama ā viveśā yo vācam anuditāṃ ciketa,he who the first approached the holy statutes makes after many beauteous forms and figures eager to drink his birth-place first he entered who understands the word when yet unspoken  prajapati beheld gold in himself and engendered it
 yas te śokāya tanvaṃ rireca kṣaraddhiraṇyaṃ śucayo 'nu svāḥ  atrā dadhete amṛtāni nāmāsme vastrāṇi viśa erayantām,he who--the fluid gold with radiant kinsmen--to fervent glow delivered up thy body on him both set names that shall live for ever to him the regions shall send robes to clothe him  that became unique that became distinguished that became great that became excellent that became devotion that be- came holy fervour that became truth through that he was born
 pra yad ete prataraṃ pūrvyaṃ guḥ sadaḥsada ātiṣṭhanto ajuryam  kaviḥ śuṣasya mātarā rihāṇe jāmyai dhuryaṃ patim erayethām,as these have gone to their primeval station each gaining an imperishable dwelling may kissing mothers of the bards beloved bring the pole-draw- ing husband to the sister  he grew he became great he became mahadeva
 tad ū ṣu te mahat pṛthujman namaḥ kaviḥ kāvyenā kṛṇomi  yat samyañcāv abhiyantāv abhi kṣām atrā mahī rodhacakre vāvṛdhete,by holy wisdom i a sage far-strider offer to thee this lofty adoration this worship both the mighty eddying rivers coming together to this station heighten  he gained the lordship of the gods he became lord
 sapta maryādāḥ kavayas tatakṣus tāsām id ekām abhy aṃhuro gāt  āyor ha skambha upamasya nīḍe pathāṃ visarge dharuṇeṣu tasthau,seven are the pathways which the wise have fashioned to one of these may come the troubled mortal on sure ground where the ways are parted standeth lifes pillar in the dwelling of the highest  he became chief vratya he held a bow even that bow of indra
 utāmṛtāsur vrata emi kṛṇvann asur ātmā tanvas tat sumadguḥ  uta vā śakro ratnaṃ dadhāty ūrjayā vā yat sacate havirdāḥ,working i go my way with deathless spirit life spirit bodies have gone gladly thither aye sakra also gives his gift of treasure as when the sacrificer meets with power  his belly is dark-blue his back is red
 uta putraḥ pitaraṃ kṣatram īḍe jyeṣṭhaṃ maryādam ahvayant svastaye  darśan nu tā varuṇa yās te viṣṭhā āvarvratataḥ kṛṇavo vapūṃṣi,yea the son asks dominion of his father this they declared the noblest path to welfare varuna let them see thy revelations display the wondrous shapes of times to follow  with dark-blue he envelops a detested rival with red he pierces the man who hates him so the theologians say
 prācī dig agnir adhipatir asito rakṣitādityā iṣavaḥ  tebhyo namo 'dhipatibhyo namo rakṣitṛbhyo nama iṣubhyo nama ebhyo astu  yo 'smān dveṣṭi yaṃ vayaṃ dviṣmas taṃ vo jambhe dadhmaḥ,agni is regent of the east its warder is asita the adityas are the arrows worship to these the regents these the warders and to the arrows yea to these be worship within your jaws we lay the man who hateth us and whom we hate  this cow was born to bring forth offspring singly though they created kine of every colour when she produces twins in spite of order sullen with groan and grudge she harms the cattle
 dakṣiṇā dig indro 'dhipatis tiraścirājī rakṣitā pitara iṣavaḥ  tebhyo namo 'dhipatibhyo namo rakṣitṛbhyo nama iṣubhyo nama ebhyo astu  yo 'smān dveṣṭi yaṃ vayaṃ dviṣmas taṃ vo jambhe dadhmaḥ,indra is regent of the south its warder tiraschiraji and the shafts the fathers worship to these the regents these the warders and to the arrows yea to these be worship within your jaws we lay the man who hateth us and whom we hate  she brings destruction on the beasts turned to a flesh-devouring worm yes give her to the brahman that she may bring luck and happiness
 pratīcī dig varuṇo 'dhipatiḥ pṛdākū rakṣitānnam iṣavaḥ  tebhyo namo 'dhipatibhyo namo rakṣitṛbhyo nama iṣubhyo nama ebhyo astu  yo 'smān dveṣṭi yaṃ vayaṃ dviṣmas taṃ vo jambhe dadhmaḥ,of the west region varuna is ruler pridaku warder nourish- ment the arrows worship etc  be thou auspicious to our folk bring luck to horses and to kine auspicious unto all this farm bring luck and happiness to us
 udīcī dik somo 'dhipatiḥ svajo rakṣitāśanir iṣavaḥ  tebhyo namo 'dhipatibhyo namo rakṣitṛbhyo nama iṣubhyo nama ebhyo astu  yo 'smān dveṣṭi yaṃ vayaṃ dviṣmas taṃ vo jambhe dadhmaḥ,soma is ruler of the northern region svaja the warder lightn- ings flash the arrows worship etc  let there be rain and increase here here be thou most munifi- cient mother of twins prosper our herd
 dhruvā dig viṣṇur adhipatiḥ kalmāṣagrīvo rakṣitā vīrudha iṣavaḥ  tebhyo namo 'dhipatibhyo namo rakṣitṛbhyo nama iṣubhyo nama ebhyo astu  yo 'smān dveṣṭi yaṃ vayam dviṣmas taṃ vo jambhe dadhmaḥ,vishnu is ruler of the firm-set region kalmashagriva warder plants the arrows worship etc  where having left all sickness of their bodies the pious lead as friends their lives of gladness nigh to that world approached the twin calves mother let her not harm our people and our cattle
 hataṃ tardaṃ samaṅkam ākhum aśvinā chintaṃ śiro api pṛṣṭīḥ śṛṇītam  yavān ned adān api nahyataṃ mukham athābhayaṃ kṛṇutaṃ dhānyāya,destroy the rat the mole the boring beetle cut off their heads and crush their ribs o asvins bind fast their mouths; let them not eat our barley so guard ye twain our growing corn from danger
 tarda hai pataṅga hai jabhya hā upakvasa  brahmevāsaṃsthitaṃ havir anadanta imān yavān ahiṃsanto apodita,ho boring beetle ho thou worm ho noxious grub and grasshopper as a priest leaves the unfinished sacrifice go hence devouring not injuring not this corn
 yo vidyād brahma pratyakṣaṃ parūṃṣi yasya saṃbhārā ṛco yasyānūkyam,whoso will know prayer with immediate knowledge whose mem- bers are the stuff whose spine the verses  purusha hath a thousand arms a thousand eyes a thousand feet on every side pervading earth he fills a space ten fingers wide
 sāmāni yasya lomāni yajur hṛdayam ucyate paristaraṇam iddhaviḥ,whose hairs are psalms whose heart is called the yajus whose coverlet is verily oblation--  he with three quarters rose to heaven here reappeared a fourth of him thence he strode forth on every side to all that eats not and that eats
 yad vā atithipatir atithīn pratipaśyati devayajanaṃ prekṣate,verily when a host looks at his guests he looks at the place of sacrifice to the gods  so mighty is his grandeur yea greater than this is purusha all creatures are one-fourth of him three-fourths what dieth not in heaven
 yad abhivadati dīkṣām upaiti yad udakaṃ yācaty apaḥ pra ṇayati,when he salutes them reverently he undergoes preparation for a religious ceremony when he calls for water he solemnly brings sacrificial water  purusha is in truth this all what hath been and what yet shall; be lord too of immortality--and what hath grown with some- what else
 yā eva yajña āpaḥ praṇīyante tā eva tāḥ,the water that is solemnly brought at a sacrifice is this same water  when they divided purusha how many portions did they make? what was his mouth? what were his arms? what are the names of thighs and feet?
 yat tarpaṇam āharanti ya evāgnīṣomīyaḥ paśur badhyate sa eva saḥ,the libation which they bring; the sacrificial victim dedicated to agni and soma which is tied to the post that verily is this man  the brahman was his mouth of both his arms was the rajanya made his waist became the vaisya from his feet the sudra was produced
 yad āvasathān kalpayanti sadohavirdhānāny eva tat kalpayanti,when they arrange dwelling-rooms they arrange the sacred chamber and the shed for housing the soma cars  the moon was gendered from his mind and from his eye the sun had birth indra and agni from his mouth were born and vayu from his breath
 yad upastṛṇanti barhir eva tat,what they spread upon the floor is just sacrificial grass  forth from his navel come mid-air; the sky was fashioned from his head earth from his feet and from his ear the regions thus they formed the worlds
 yad upariśayanam āharanti svargam eva tena lokam ava runddhe,with the couch that the men bring he wins for himself the world of svarga  in the beginning rose viraj purusha from viraj was born as soon as he was born he spread westward and eastward oer the earth
 yat kaśipūpabarhaṇam āharanti paridhaya eva te,the pillow-coverings that they bring are the green sticks that surround the sacrificial altar  when gods performed the sacrifice with purusha as their offering spring was the butter summer was the fuel autumn was the gift
 yad āñjanābhyañjanam āharanty ājyam eva tat,the ointment that they bring for injunction is just clarified liquid butter  that sacrifice first-born purusha they hallowed with the sprink- led rains the deities the sadhyas all the vasus sacrificed with him
 yat purā pariveṣāt svādam āharanti puroḍāśāv eva tau,the food they bring before the general distribution represents the two sacrificial cakes of rice meal  from it were horses born from it all creatures with two rows of teeth from it were generated kine from it were goats and sheep produced
 yad aśanakṛtaṃ hvayanti haviṣkṛtam eva taddhvayanti,when they call the man who prepares food they summon the preparer of oblation  from that great general sacrifice richas and sama hymns were born; therefrom the metres were produced the yajus had its birth from it
 ye vrīhayo yavā nirupyante 'ṃśava eva te,the grains of rice and barley that are selected are just filaments of the soma plant  from that great general sacrifice the dripping fat was gathered up it formed the creatures fleet as wind and animals both wild and tame
 yāny ulūkhalamusalāni grāvāṇa eva te,the pestle and mortar are really the stones of the soma press  seven fencing-logs had he thrice seven layers of fuel were prepared when offering sacrifice the gods bound as their victim purusha
 śūrpaṃ pavitraṃ tuṣā ṛjīṣābhiṣavaṇīr āpaḥ,the winnowing-basket is the filter the chaff the soma dregs the water the pressing-gear  forth from head of the high god seven-and-seventy bright beams sprang into being of the king soma produced from purusha
 srug darvir nekṣaṇam āyavanaṃ droṇakalaśāḥ kumbhyo vāyavyāni pātrāṇīyam eva kṛṣṇājinam,spoon ladle fork stirring-prong are the wooden soma tubs; the earthen cooking-pots are the mortar-shaped soma vessels; this earth is just the black-antelopes skin
 yajamānabrāhmaṇaṃ vā etad atithipatiḥ kurute yad āhāryāṇi prekṣata idaṃ bhūyā3 idā3m iti,or the host acts in this way to a yajamanas brahman when he looks at the furniture and utensils he says more here t yet more here
 yad āha bhūya ud dhareti prāṇam eva tena varṣīyāṃsaṃ kurute,when he says bring out more he lengthens his life thereby
 upa harati havīṃṣy ā sādayati,he brings oblations he makes the men sit down
 teṣām āsannānām atithir ātman juhoti,as the guest of the seated company he himself offers up sacrifice
 srucā hastena prāṇe yūpe srukkāreṇa vaṣaṭkāreṇa,with ladle with hand in life at the sacrificial post with cry of ladle with exclamation of vashat
 ete vai priyāś cāpriyāś cartvijaḥ svargaṃ lokaṃ gamayanti yad atithayaḥ,now these guests as priests beloved or not beloved bring one to the world of svarga
 sa ya evaṃ vidvān na dviṣann aśnīyān na dviṣato 'nnam aśnīyān na mīmāṃsitasya na mīmāṃsamānasya,he who hath this knowledge should not eat hating should not eat the food of one who hates him nor of one who is doubt- ful nor of one who is undecided
 sarvo vā eṣa jagdhapāpmā yasyānnam aśnanti,this man whose food they eat hath all his wickedness blotted out
 sarvo vā eṣo 'jagdhapāpmā yasyānnam nāśnanti,all that mans sin whose food they do not eat remains unblot- ted out
 sarvadā vā eṣa yuktagrāvārdrapavitro vitatādhvara āhṛtayajñakratur ya upaharati,the man who supplies food hath always pressing stones adjusted a wet soma filter well prepared religious rites and mental power to complete the arranged sacrifice
 prājāpatyo vā etasya yajño vitato ya upaharati,the arranged sacrifice of the man who offers food is a sacrifice to prajapati
 prajāpater vā eṣa vikramān anuvikramate ya upaharati,the man who offers food follows the steps of prajapati
 yo 'tithīnāṃ sa āhavanīyo yo veśmani sa gārhapatyo yasmin pacanti sa dakṣiṇāgniḥ,the fire of the guests is the ahavaniya the fire in the dwelling is the garhapatya that whereon they cook food is the south- ern sacrificial fire
 iṣṭaṃ ca vā eṣa pūrtaṃ ca gṛhāṇām aśnāti yaḥ pūrvo 'tither aśnāti,now that man who eats before the guest eats up the sacrifice and the merit of the house
 payaś ca vā eṣa rasaṃ ca gṛhāṇām aśnāti yaḥ pūrvo 'tither aśnāti,he devours the milk and the sap
 ūrjāṃ ca vā eṣa sphātiṃ ca gṛhāṇām aśnāti yaḥ pūrvo 'tither aśnāti,and the vigour and prosperity
 prajāṃ vā eṣa paśūṃś ca gṛhāṇām aśnāti yaḥ pūrvo 'tither aśnāti,and the progeny and the cattle
 kīrtiṃ vā eṣa yaśaś ca gṛhāṇām aśnāti yaḥ pūrvo 'tither aśnāti,and the fame and reputation
 śriyaṃ vā eṣa saṃvidaṃ ca gṛhāṇām aśnāti yaḥ pūrvo 'tither aśnāti,the man who eats before the guest eats up the glory and the understanding of the house
 eṣa vā atithir yacchrotriyas tasmāt pūrvo nāśnīyāt,the man should not eat before the guest who is a brahman versed in holy lore
 aśitāvaty atithāv aśnīyād yajñasya sātmatvāya yajñasyāvichedāya tad vratam,when the guest hath eaten he should eat this is the rule for the animation of the sacrifice and the preservation of its continuity
 etad vā u svādīyo yad adhigavaṃ kṣīraṃ vā māṃsaṃ vā tad eva nāśnīyāt,now the sweetest portion the produce of the cow milk or flesh that verily he should not eat
