Sanskrit,English
damū̍naso a̱paso̱ ye su̱hastā̱ vṛṣṇa̱ḥ patnī̍r na̱dyo̍ vibhvata̱ṣṭāḥ   sara̍svatī bṛhaddi̱vota rā̱kā da̍śa̱syantī̍r varivasyantu śu̱bhrāḥ,may the housefriends the cunninghanded artists may the steer's wives the streams carved out by vibhvan  and may the fair ones honour and befriend us sarasvatī brhaddiva and rākā
pra sū ma̱he su̍śara̱ṇāya̍ me̱dhāṁ gira̍m bhare̱ navya̍sī̱ṁ jāya̍mānām   ya ā̍ha̱nā du̍hi̱tur va̱kṣaṇā̍su rū̱pā mi̍nā̱no akṛ̍ṇod i̱daṁ na̍ḥ,my newest song thought that now springs within me i offer to the great the sure protector  who made for us this all in fond love laying each varied form within his daughter's bosom
pra su̍ṣṭu̱tiḥ sta̱naya̍ntaṁ ru̱vanta̍m i̱ḻas pati̍ṁ jaritar nū̱nam a̍śyāḥ   yo a̍bdi̱mām̐ u̍dani̱mām̐ iya̍rti̱ pra vi̱dyutā̱ roda̍sī u̱kṣamā̍ṇaḥ,now even now may thy fair praise o singer attain idaspati who roars and thunders  who rich in clouds and waters with his lightning speeds forth bedewing both the earth and heaven
e̱ṣa stomo̱ māru̍ta̱ṁ śardho̱ acchā̍ ru̱drasya̍ sū̱nūm̐r yu̍va̱nyūm̐r ud a̍śyāḥ   kāmo̍ rā̱ye ha̍vate mā sva̱sty upa̍ stuhi̱ pṛṣa̍daśvām̐ a̱yāsa̍ḥ,may this my laud attain the troop of maruts those who are youths in act the sons of rudra  the wish calls me to riches and wellbeing praise the unwearied ones whose steeds are dappled
praiṣa stoma̍ḥ pṛthi̱vīm a̱ntari̍kṣa̱ṁ vana̱spatī̱m̐r oṣa̍dhī rā̱ye a̍śyāḥ   de̱vode̍vaḥ su̱havo̍ bhūtu̱ mahya̱m mā no̍ mā̱tā pṛ̍thi̱vī du̍rma̱tau dhā̍t,may this my laud reach earth and air's midregion and forest trees and plants to win me riches  may every deity be swift to listen and mother earth with no ill thought regard me
u̱rau de̍vā anibā̱dhe syā̍ma,gods may we dwell in free untroubled bliss
sam a̱śvino̱r ava̍sā̱ nūta̍nena mayo̱bhuvā̍ su̱praṇī̍tī gamema   ā no̍ ra̱yiṁ va̍hata̱m ota vī̱rān ā viśvā̍ny amṛtā̱ saubha̍gāni,may we obtain the aśvins' newest favour and gain their healthbestowing happy guidance  bring riches hither unto us and heroes and all felicity and joy immortals!
yad i̍ndra citra me̱hanāsti̱ tvādā̍tam adrivaḥ   rādha̱s tan no̍ vidadvasa ubhayāha̱sty ā bha̍ra,stonedarting indra wondrous one what wealth is richly given from thee  that bounty treasurefinder! bring filling both thy hands to us
yan manya̍se̱ vare̍ṇya̱m indra̍ dyu̱kṣaṁ tad ā bha̍ra   vi̱dyāma̱ tasya̍ te va̱yam akū̍pārasya dā̱vane̍,bring what thou deemest worth the wish o indra that which is in heaven  so may we know thee as thou art boundless in thy munificence
yat te̍ di̱tsu pra̱rādhya̱m mano̱ asti̍ śru̱tam bṛ̱hat   tena̍ dṛ̱ḻhā ci̍d adriva̱ ā vāja̍ṁ darṣi sā̱taye̍,thy lofty spirit farrenowned as fain to give and prompt to win  with this thou rendest een the firm stonedarter! so to gain thee strength
maṁhi̍ṣṭhaṁ vo ma̱ghonā̱ṁ rājā̍naṁ carṣaṇī̱nām   indra̱m upa̱ praśa̍staye pū̱rvībhi̍r jujuṣe̱ gira̍ḥ,singers with many songs have made indra propitious to their fame  him who is king of human kind most liberal of your wealthy ones
asmā̱ it kāvya̱ṁ vaca̍ u̱ktham indrā̍ya̱ śaṁsya̍m   tasmā̍ u̱ brahma̍vāhase̱ giro̍ vardha̱nty atra̍yo̱ gira̍ḥ śumbha̱nty atra̍yaḥ,to him to indra must be sung the poet's word the hymn of praise  to him accepter of the prayer the atris raise their songs on high the atris beautify their songs
ko nu vā̍m mitrāvaruṇāv ṛtā̱yan di̱vo vā̍ ma̱haḥ pārthi̍vasya vā̱ de   ṛ̱tasya̍ vā̱ sada̍si̱ trāsī̍thāṁ no yajñāya̱te vā̍ paśu̱ṣo na vājā̍n,who mitravaruṇa is your pious servant to give you gifts from earth or mighty heaven?  preserve us in the seat of holy order and give the offerer power that winneth cattle
te no̍ mi̱tro varu̍ṇo arya̱māyur indra̍ ṛbhu̱kṣā ma̱ruto̍ juṣanta   namo̍bhir vā̱ ye dadha̍te suvṛ̱ktiṁ stoma̍ṁ ru̱drāya̍ mī̱ḻhuṣe̍ sa̱joṣā̍ḥ,may mitra varuṇa aryaman and āyu indra ṛbhukṣan and the maruts love us  and they who of one mind with bounteous rudra accept the hymn and laud with adorations
ā vā̱ṁ yeṣṭhā̍śvinā hu̱vadhyai̱ vāta̍sya̱ patma̱n rathya̍sya pu̱ṣṭau   u̱ta vā̍ di̱vo asu̍rāya̱ manma̱ prāndhā̍ṁsīva̱ yajya̍ve bharadhvam,you will i call to feed the carhorse aśvins with the wind's flight swiftest of those who travel  or also to the asura of heaven worshipful bring a hymn as twere libation
pra sa̱kṣaṇo̍ di̱vyaḥ kaṇva̍hotā tri̱to di̱vaḥ sa̱joṣā̱ vāto̍ a̱gniḥ   pū̱ṣā bhaga̍ḥ prabhṛ̱the vi̱śvabho̍jā ā̱jiṁ na ja̍gmur ā̱śva̍śvatamāḥ,the heavenly victor he whose priest is kaṇva tṛta with dyaus accordant vāta agni  allfeeding pūṣan bhaga sought the oblation as they whose steeds are fleetest seek the contest
pra vo̍ ra̱yiṁ yu̱ktāśva̍m bharadhvaṁ rā̱ya eṣe 'va̍se dadhīta̱ dhīḥ   su̱śeva̱ evai̍r auśi̱jasya̱ hotā̱ ye va̱ evā̍ marutas tu̱rāṇā̍m,bring ye your riches forward borne on horses let thought be framed for help and gain of treasure  blest he the priest of auśija through courses the courses which are yours the fleet o maruts
pra vo̍ vā̱yuṁ ra̍tha̱yuja̍ṁ kṛṇudhva̱m pra de̱vaṁ vipra̍m pani̱tāra̍m a̱rkaiḥ   i̱ṣu̱dhyava̍ ṛta̱sāpa̱ḥ pura̍ṁdhī̱r vasvī̍r no̱ atra̱ patnī̱r ā dhi̱ye dhu̍ḥ,bring hither him who yokes the car your vāyu who praises with his songs the god and singer;  and praying and devout noble and prudent may the gods spouses in their thoughts retain us
upa̍ va̱ eṣe̱ vandye̍bhiḥ śū̱ṣaiḥ pra ya̱hvī di̱vaś ci̱taya̍dbhir a̱rkaiḥ   u̱ṣāsā̱naktā̍ vi̱duṣī̍va̱ viśva̱m ā hā̍ vahato̱ martyā̍ya ya̱jñam,i speed to you with powers that should be honoured with songs distinguishing heaven's mighty daughters  morning and night the two as twere allknowing these bring the sacrifice unto the mortal
a̱bhi vo̍ arce po̱ṣyāva̍to̱ nṝn vāsto̱ṣ pati̱ṁ tvaṣṭā̍ra̱ṁ rarā̍ṇaḥ   dhanyā̍ sa̱joṣā̍ dhi̱ṣaṇā̱ namo̍bhi̱r vana̱spatī̱m̐r oṣa̍dhī rā̱ya eṣe̍,you i extol the nourishers of heroes bringing you gifts vastospati and tvaṣṭar  rich dhiṣaṇā accords through our obeisance  andtrees and plants for the swift gain of riches
tu̱je na̱s tane̱ parva̍tāḥ santu̱ svaita̍vo̱ ye vasa̍vo̱ na vī̱rāḥ   pa̱ni̱ta ā̱ptyo ya̍ja̱taḥ sadā̍ no̱ vardhā̍n na̱ḥ śaṁsa̱ṁ naryo̍ a̱bhiṣṭau̍,ours be the parvatas even they for offspring freemoving who are heroes like the vasus  may holy āptya friend of man exalted strengthen our word for ever and be near us
vṛṣṇo̍ astoṣi bhū̱myasya̱ garbha̍ṁ tri̱to napā̍tam a̱pāṁ su̍vṛ̱kti   gṛ̱ṇī̱te a̱gnir e̱tarī̱ na śū̱ṣaiḥ śo̱ciṣke̍śo̱ ni ri̍ṇāti̱ vanā̍,tṛta praised him germ of the earthly hero with pure songs him the offspring of the waters  agn; with might neighs loudly like a charger he of the flaming hair destroys the forests
ka̱thā ma̱he ru̱driyā̍ya bravāma̱ kad rā̱ye ci̍ki̱tuṣe̱ bhagā̍ya   āpa̱ oṣa̍dhīr u̱ta no̍ 'vantu̱ dyaur vanā̍ gi̱rayo̍ vṛ̱kṣake̍śāḥ,how shall we speak to the great might of rudra? how speak to bhaga who takes thought for riches?  may plants the waters and the sky preserve us and woods and mountains with their trees for tresses
śṛ̱ṇotu̍ na ū̱rjām pati̱r gira̱ḥ sa nabha̱s tarī̍yām̐ iṣi̱raḥ pari̍jmā   śṛ̱ṇvantv āpa̱ḥ puro̱ na śu̱bhrāḥ pari̱ sruco̍ babṛhā̱ṇasyādre̍ḥ,may the swift wanderer lord of refreshments listen to our songs who speeds throuih cloudy heaven  and may the waters bright like castles hear us as they flow onward from the cloven mountain
vi̱dā ci̱n nu ma̍hānto̱ ye va̱ evā̱ bravā̍ma dasmā̱ vārya̱ṁ dadhā̍nāḥ   vaya̍ś ca̱na su̱bhva1̱̍ āva̍ yanti kṣu̱bhā marta̱m anu̍yataṁ vadha̱snaiḥ,we know your ways ye mighty ones receiving choice meed ye wonderful we will proclaim it  even strong birds descend not to the mortal who strives to reach them with swift blow and weapons
ā daivyā̍ni̱ pārthi̍vāni̱ janmā̱paś cācchā̱ suma̍khāya vocam   vardha̍ntā̱ṁ dyāvo̱ gira̍ś ca̱ndrāgrā̍ u̱dā va̍rdhantām a̱bhiṣā̍tā̱ arṇā̍ḥ,celestial and terrestrial generations and waters will i summon to the feasting  may days with bright dawns cause my songs to prosper and may the conquered streams increase their waters
pa̱depa̍de me jari̱mā ni dhā̍yi̱ varū̍trī vā śa̱krā yā pā̱yubhi̍ś ca   siṣa̍ktu mā̱tā ma̱hī ra̱sā na̱ḥ smat sū̱ribhi̍r ṛju̱hasta̍ ṛju̱vani̍ḥ,duly to each one hath my laud been offered strong be varūtrī with her powers to succour  may the great mother rasā here befriend us straighthanded with the princes striving forward
ka̱thā dā̍śema̱ nama̍sā su̱dānū̍n eva̱yā ma̱ruto̱ accho̍ktau̱ praśra̍vaso ma̱ruto̱ accho̍ktau   mā no 'hi̍r bu̱dhnyo̍ ri̱ṣe dhā̍d a̱smāka̍m bhūd upamāti̱vani̍ḥ,how may we serve the liberal ones with worship the maruts swift of course in invocation the maruts farrenowned in invocation?  let not the dragon of the deep annoy us and gladly may he welcome our addresses
iti̍ ci̱n nu pra̱jāyai̍ paśu̱matyai̱ devā̍so̱ vana̍te̱ martyo̍ va̱ ā de̍vāso vanate̱ martyo̍ vaḥ   atrā̍ śi̱vāṁ ta̱nvo̍ dhā̱sim a̱syā ja̱rāṁ ci̍n me̱ nirṛ̍tir jagrasīta,thus thinking o ye gods the mortal wins you to give him increase of his herds of cattle the mortal wins him o ye gods your favour  here he wins wholesome food to feed this body as for mine old age nirrti consume it
tāṁ vo̍ devāḥ suma̱tim ū̱rjaya̍ntī̱m iṣa̍m aśyāma vasava̱ḥ śasā̱ goḥ   sā na̍ḥ su̱dānu̍r mṛ̱ḻaya̍ntī de̱vī prati̱ drava̍ntī suvi̱tāya̍ gamyāḥ,o gods may we obtain from you this favour strengthening food through the cow's praise ye vasus  may she who gives good gifts the gracious goddes s come speeding nigh to us for our wellbeing
a̱bhi na̱ iḻā̍ yū̱thasya̍ mā̱tā sman na̱dībhi̍r u̱rvaśī̍ vā gṛṇātu   u̱rvaśī̍ vā bṛhaddi̱vā gṛ̍ṇā̱nābhyū̍rṇvā̱nā pra̍bhṛ̱thasyā̱yoḥ,may iḷā mother of the herds of cattle and urvasi with all the streams accept us;  may urvasi in lofty heaven accepting as she partakes the oblation of the living
siṣa̍ktu na ūrja̱vya̍sya pu̱ṣṭeḥ,visit us while she shares urjavya's food
ā yā̱hy adri̍bhiḥ su̱taṁ soma̍ṁ somapate piba   vṛṣa̍nn indra̱ vṛṣa̍bhir vṛtrahantama,come thou to what the stones have pressed drink soma o thou soma's lord  indra best vṛtraslayer strong one with the strong
vṛṣā̱ grāvā̱ vṛṣā̱ mado̱ vṛṣā̱ somo̍ a̱yaṁ su̱taḥ   vṛṣa̍nn indra̱ vṛṣa̍bhir vṛtrahantama,strong is the stone the draught is strong strong is this soma that is pressed  indra best vṛtraslayer strong one with the strong
vṛṣā̍ tvā̱ vṛṣa̍ṇaṁ huve̱ vajri̍ñ ci̱trābhi̍r ū̱tibhi̍ḥ   vṛṣa̍nn indra̱ vṛṣa̍bhir vṛtrahantama,as strong i call on thee the strong o thunderarmed with various aids  indra best vṛtraslayer strong one with the strong
ṛ̱jī̱ṣī va̱jrī vṛ̍ṣa̱bhas tu̍rā̱ṣāṭ chu̱ṣmī rājā̍ vṛtra̱hā so̍ma̱pāvā̍   yu̱ktvā hari̍bhyā̱m upa̍ yāsad a̱rvāṅ mādhya̍ṁdine̱ sava̍ne matsa̱d indra̍ḥ,impetuous thunderer strong quelling the mighty king potent vṛtraslayer somadrinker  may he come hither with his yoked bay horses; may indra gladden him at the noon libation
yat tvā̍ sūrya̱ sva̍rbhānu̱s tama̱sāvi̍dhyad āsu̱raḥ   akṣe̍travi̱d yathā̍ mu̱gdho bhuva̍nāny adīdhayuḥ,o sūrya when the asura's descendant svarbhanu pierced thee through and through with darkness  all creatures looked like one who is bewildered who knoweth not the place where he is standing
sva̍rbhāno̱r adha̱ yad i̍ndra mā̱yā a̱vo di̱vo varta̍mānā a̱vāha̍n   gū̱ḻhaṁ sūrya̱ṁ tama̱sāpa̍vratena tu̱rīye̍ṇa̱ brahma̍ṇāvinda̱d atri̍ḥ,what time thou smotest down svarbhanu's magic that spread itself beneath the sky o indra  by his fourth sacred prayer atri disoovered sūrya concealed in gloom that stayed his function
mā mām i̱maṁ tava̱ santa̍m atra ira̱syā dru̱gdho bhi̱yasā̱ ni gā̍rīt   tvam mi̱tro a̍si sa̱tyarā̍dhā̱s tau me̱hāva̍ta̱ṁ varu̍ṇaś ca̱ rājā̍,let not the oppressor with this dread through anger swallow me up for i am thine o atri  mitra art thou the sender of true blessings thou and king varuṇa be both my helpers
grāvṇo̍ bra̱hmā yu̍yujā̱naḥ sa̍pa̱ryan kī̱riṇā̍ de̱vān nama̍sopa̱śikṣa̍n   atri̱ḥ sūrya̍sya di̱vi cakṣu̱r ādhā̱t sva̍rbhāno̱r apa̍ mā̱yā a̍ghukṣat,the brahman atri as he set the pressstones serving the gods with praise and adoration  established in the heaven the eye of sūrya and caused svarbhanu's magic arts to vanish
yaṁ vai sūrya̱ṁ sva̍rbhānu̱s tama̱sāvi̍dhyad āsu̱raḥ   atra̍ya̱s tam anv a̍vindan na̱hy a1̱̍nye aśa̍knuvan,the atris found the sun again him whom svarbhanu of the brood  of asuras had pierced with gloom this none besides had power to do
ā dhe̱nava̱ḥ paya̍sā̱ tūrṇya̍rthā̱ ama̍rdhantī̱r upa̍ no yantu̱ madhvā̍   ma̱ho rā̱ye bṛ̍ha̱tīḥ sa̱pta vipro̍ mayo̱bhuvo̍ jari̱tā jo̍havīti,may the milchcows who hasten to their object come harmless unto us with liquid sweetness  the singer lauding calls for ample riches the seven mighty ones who bring enjoyment
ā su̍ṣṭu̱tī nama̍sā varta̱yadhyai̱ dyāvā̱ vājā̍ya pṛthi̱vī amṛ̍dhre   pi̱tā mā̱tā madhu̍vacāḥ su̱hastā̱ bhare̍bhare no ya̱śasā̍v aviṣṭām,with reverence and fair praise will i bring hither for sake of strength exhaustless earth and heaven  father and mother sweetof speech fairhanded may they farfamed in every fight protect us
adhva̍ryavaś cakṛ̱vāṁso̱ madhū̍ni̱ pra vā̱yave̍ bharata̱ cāru̍ śu̱kram   hote̍va naḥ pratha̱maḥ pā̍hy a̱sya deva̱ madhvo̍ rari̱mā te̱ madā̍ya,adhvaryus make the sweet libations ready and bring the beautiful bright juice to vāyu  god as our priest be thou the first to drink it we give thee of the mead to make thee joyful
daśa̱ kṣipo̍ yuñjate bā̱hū adri̱ṁ soma̍sya̱ yā śa̍mi̱tārā̍ su̱hastā̍   madhvo̱ rasa̍ṁ su̱gabha̍stir giri̱ṣṭhāṁ cani̍ścadad duduhe śu̱kram a̱ṁśuḥ,two armsthe soma's dexterous immo latorsand the ten fingers set and fix the pressstone  the stalk hath poured fair with its spreading branches the mead's bright glittering juice that dwells on mountains
asā̍vi te jujuṣā̱ṇāya̱ soma̱ḥ kratve̱ dakṣā̍ya bṛha̱te madā̍ya   harī̱ rathe̍ su̱dhurā̱ yoge̍ a̱rvāg indra̍ pri̱yā kṛ̍ṇuhi hū̱yamā̍naḥ,the soma hath been pressed for thee its lover to give thee power and might and high enjoyment  invoked turn hither in thy car o indra at need thy two welltrained and dear bay horses
ā no̍ ma̱hīm a̱rama̍tiṁ sa̱joṣā̱ gnāṁ de̱vīṁ nama̍sā rā̱taha̍vyām   madho̱r madā̍ya bṛha̱tīm ṛ̍ta̱jñām āgne̍ vaha pa̱thibhi̍r deva̱yānai̍ḥ,bring by godtraversed paths accordant agni the great aramati celestial lady  exalted worshipped with our gifts and homage who knoweth holy law to drink sweet soma
a̱ñjanti̱ yam pra̱thaya̍nto̱ na viprā̍ va̱pāva̍nta̱ṁ nāgninā̱ tapa̍ntaḥ   pi̱tur na pu̱tra u̱pasi̱ preṣṭha̱ ā gha̱rmo a̱gnim ṛ̱taya̍nn asādi,as on his father's lap the son the darling so on the fire is set the sacred caldron  which holy singers deck as if extending and heating that which holds the fatty membrane
acchā̍ ma̱hī bṛ̍ha̱tī śaṁta̍mā̱ gīr dū̱to na ga̍ntv a̱śvinā̍ hu̱vadhyai̍   ma̱yo̱bhuvā̍ sa̱rathā yā̍tam a̱rvāg ga̱ntaṁ ni̱dhiṁ dhura̍m ā̱ṇir na nābhi̍m,hither as herald to invite the aśvins come the great lofty song most sweet and pleasant!  come in one car joygivers! to the banquet like the bolt binding pole and nave come hither
pra tavya̍so̱ nama̍üktiṁ tu̱rasyā̱ham pū̱ṣṇa u̱ta vā̱yor a̍dikṣi   yā rādha̍sā codi̱tārā̍ matī̱nāṁ yā vāja̍sya draviṇo̱dā u̱ta tman,i have declared this speech of adoration to mightiest pūṣan and victorious vāyu  who by their bounty are the hymns' inspirers and of themselves give power as a possession
ā nāma̍bhir ma̱ruto̍ vakṣi̱ viśvā̱n ā rū̱pebhi̍r jātavedo huvā̱naḥ   ya̱jñaṁ giro̍ jari̱tuḥ su̍ṣṭu̱tiṁ ca̱ viśve̍ ganta maruto̱ viśva̍ ū̱tī,invoked by us bring hither jatavedas the maruts all under their names and figures  come to the sacrifice with aid all maruts all to the songs and praises of the singer!
ā no̍ di̱vo bṛ̍ha̱taḥ parva̍tā̱d ā sara̍svatī yaja̱tā ga̍ntu ya̱jñam   hava̍ṁ de̱vī ju̍juṣā̱ṇā ghṛ̱tācī̍ śa̱gmāṁ no̱ vāca̍m uśa̱tī śṛ̍ṇotu,from high heaven may sarasvatī the holy visit our sacrifice and from the mountain  eager propitious may the balmy goddess hear our effectual speech our invocation
ā ve̱dhasa̱ṁ nīla̍pṛṣṭham bṛ̱hanta̱m bṛha̱spati̱ṁ sada̍ne sādayadhvam   sā̱dadyo̍ni̱ṁ dama̱ ā dī̍di̱vāṁsa̱ṁ hira̍ṇyavarṇam aru̱ṣaṁ sa̍pema,set in his seat the god whose back is dusky bṛhaspati the lofty the disposer  him let us worship set within the dwelling the red the goldenhued the allresplendent
ā dha̍rṇa̱sir bṛ̱haddi̍vo̱ rarā̍ṇo̱ viśve̍bhir ga̱ntv oma̍bhir huvā̱naḥ   gnā vasā̍na̱ oṣa̍dhī̱r amṛ̍dhras tri̱dhātu̍śṛṅgo vṛṣa̱bho va̍yo̱dhāḥ,may the sustainer high in heaven come hither the bounteous one invoked with all his favours  dweller with dames divine with plants unwearied the steer with triple horn the lifebestower
mā̱tuṣ pa̱de pa̍ra̱me śu̱kra ā̱yor vi̍pa̱nyavo̍ rāspi̱rāso̍ agman   su̱śevya̱ṁ nama̍sā rā̱taha̍vyā̱ḥ śiśu̍m mṛjanty ā̱yavo̱ na vā̱se,the tuneful eloquent priests of him who liveth have sought the mother's bright and loftiest station  as living men with offered gifts and homage they deck the most auspicious child to clothe him
bṛ̱had vayo̍ bṛha̱te tubhya̍m agne dhiyā̱juro̍ mithu̱nāsa̍ḥ sacanta   de̱vode̍vaḥ su̱havo̍ bhūtu̱ mahya̱m mā no̍ mā̱tā pṛ̍thi̱vī du̍rma̱tau dhā̍t,agni great vital power is thine the mighty pairs waxing old in their devotion seek thee  may every deity be swift to listen and mother earth with no ill thought regard me
u̱rau de̍vā anibā̱dhe syā̍ma,gods may we dwell in free untroubled bliss
sam a̱śvino̱r ava̍sā̱ nūta̍nena mayo̱bhuvā̍ su̱praṇī̍tī gamema   ā no̍ ra̱yiṁ va̍hata̱m ota vī̱rān ā viśvā̍ny amṛtā̱ saubha̍gāni,may we obtain the aśvins' newest favour and gain their healthbestowing happy guidance  bring riches hither unto us and heroes and all felicity and joy immortals!
sam bhā̱nunā̍ yatate̱ sūrya̍syā̱juhvā̍no ghṛ̱tapṛ̍ṣṭha̱ḥ svañcā̍ḥ   tasmā̱ amṛ̍dhrā u̱ṣaso̱ vy u̍cchā̱n ya indrā̍ya su̱navā̱mety āha̍,bedewed with holy oil and meetly worshipped the swift one vies with sūrya's beam in splendour  for him may mornings dawn without cessation who saith let us press soma out for indra
sami̍ddhāgnir vanavat stī̱rṇaba̍rhir yu̱ktagrā̍vā su̱taso̍mo jarāte   grāvā̍ṇo̱ yasye̍ṣi̱raṁ vada̱nty aya̍d adhva̱ryur ha̱viṣāva̱ sindhu̍m,with kindled fire and strewn grass let him worship and somapresser sing with stones adjusted  and let the priest whose pressstones ring forth loudly go down with his oblation to the river
va̱dhūr i̱yam pati̍m i̱cchanty e̍ti̱ ya ī̱ṁ vahā̍te̱ mahi̍ṣīm iṣi̱rām   āsya̍ śravasyā̱d ratha̱ ā ca̍ ghoṣāt pu̱rū sa̱hasrā̱ pari̍ vartayāte,this wife is coming near who loves her husband who carries to his home a vigorous consort  here may his car seek fame here loudly thunder and his wheel make a thousand revolutions
na sa rājā̍ vyathate̱ yasmi̱nn indra̍s tī̱vraṁ soma̱m piba̍ti̱ gosa̍khāyam   ā sa̍tva̱nair aja̍ti̱ hanti̍ vṛ̱traṁ kṣeti̍ kṣi̱tīḥ su̱bhago̱ nāma̱ puṣya̍n,no troubles vex that king in whose home indra drinks the sharp soma juice with milk commingled  with heroes he drives near he slays the foeman blest cherishing that name he guards his people
puṣyā̱t kṣeme̍ a̱bhi yoge̍ bhavāty u̱bhe vṛtau̍ saṁya̱tī saṁ ja̍yāti   pri̱yaḥ sūrye̍ pri̱yo a̱gnā bha̍vāti̱ ya indrā̍ya su̱taso̍mo̱ dadā̍śat,may he support in peace and win in battle he masters both the hosts that meet together  dear shall he be to sūrya dear to agni who with pressed soma offers gifts to india
sa ā ga̍ma̱d indro̱ yo vasū̍nā̱ṁ cike̍ta̱d dātu̱ṁ dāma̍no rayī̱ṇām   dha̱nva̱ca̱ro na vaṁsa̍gas tṛṣā̱ṇaś ca̍kamā̱naḥ pi̍batu du̱gdham a̱ṁśum,may indra come to us he who knows rightly to give forth treasures from his store of riches  even as a thirsty steer who roams the deserts may he drink eagerly the milkedout soma
ā te̱ hanū̍ harivaḥ śūra̱ śipre̱ ruha̱t somo̱ na parva̍tasya pṛ̱ṣṭhe   anu̍ tvā rāja̱nn arva̍to̱ na hi̱nvan gī̱rbhir ma̍dema puruhūta̱ viśve̍,lord of bay horses hero may the soma rise to thy cheeks and jaws like mountainridges  may we o king as he who driveth coursers all joy in thee with hymns invoked of many!
ca̱kraṁ na vṛ̱ttam pu̍ruhūta vepate̱ mano̍ bhi̱yā me̱ ama̍te̱r id a̍drivaḥ   rathā̱d adhi̍ tvā jari̱tā sa̍dāvṛdha ku̱vin nu sto̍ṣan maghavan purū̱vasu̍ḥ,invoked of many caster of the stone my heart quakes like a rolling wheel for fear of penury  shall not puruvasu the singer give thee praise o everprospering maghavan mounted on thy car?
e̱ṣa grāve̍va jari̱tā ta̍ i̱ndreya̍rti̱ vāca̍m bṛ̱had ā̍śuṣā̱ṇaḥ   pra sa̱vyena̍ maghava̱n yaṁsi̍ rā̱yaḥ pra da̍kṣi̱ṇid dha̍rivo̱ mā vi ve̍naḥ,like the pressstone is this thy praiser indra loudly he lifts his voice with strong endeavour  with thy left hand o maghavan give us riches with thy right lord of bays be not reluctant
vṛṣā̍ tvā̱ vṛṣa̍ṇaṁ vardhatu̱ dyaur vṛṣā̱ vṛṣa̍bhyāṁ vahase̱ hari̍bhyām   sa no̱ vṛṣā̱ vṛṣa̍rathaḥ suśipra̱ vṛṣa̍krato̱ vṛṣā̍ vajri̱n bhare̍ dhāḥ,may the strong heaven make thee the strong wax stronger strong thou art borne by thy two strong bay horses  so fair of cheek with mighty chariot mighty uphold us strongwilled thunderarmed in battle
yo rohi̍tau vā̱jinau̍ vā̱jinī̍vān tri̱bhiḥ śa̱taiḥ saca̍mānā̱v adi̍ṣṭa   yūne̱ sam a̍smai kṣi̱tayo̍ namantāṁ śru̱tara̍thāya maruto duvo̱yā,maruts let all the people in obeisance bow down before this youthful srutaratha  who rich in steeds gave me two dark red horses together with three hundred head of cattle
ajā̍taśatrum a̱jarā̱ sva̍rva̱ty anu̍ sva̱dhāmi̍tā da̱smam ī̍yate   su̱nota̍na̱ paca̍ta̱ brahma̍vāhase puruṣṭu̱tāya̍ prata̱raṁ da̍dhātana,boundless and wasting not the heavenly food of gods goes to the foeless one doer of wondrous deeds  press out make ready offer gifts with special zeal to him whom many laud accepter of the prayer
ā yaḥ some̍na ja̱ṭhara̱m api̍pra̱tāma̍ndata ma̱ghavā̱ madhvo̱ andha̍saḥ   yad ī̍m mṛ̱gāya̱ hanta̍ve ma̱hāva̍dhaḥ sa̱hasra̍bhṛṣṭim u̱śanā̍ va̱dhaṁ yama̍t,he who filled full his belly with the soma's juice maghavan was delighted with the meath's sweet draught  when uśanā that he might slay the monstrous beast gave him the mighty weapon with a thousand points
yo a̍smai ghra̱ṁsa u̱ta vā̱ ya ūdha̍ni̱ soma̍ṁ su̱noti̱ bhava̍ti dyu̱mām̐ aha̍   apā̍pa śa̱kras ta̍ta̱nuṣṭi̍m ūhati ta̱nūśu̍bhram ma̱ghavā̱ yaḥ ka̍vāsa̱khaḥ,illustrious is the man whoever presseth out soma for him in sunshine or in cloud and rain  the mighty maghavan who is the sage's friend advanceth more and more his beauteous progeny
yasyāva̍dhīt pi̱tara̱ṁ yasya̍ mā̱tara̱ṁ yasya̍ śa̱kro bhrāta̍ra̱ṁ nāta̍ īṣate   vetīd v a̍sya̱ praya̍tā yataṁka̱ro na kilbi̍ṣād īṣate̱ vasva̍ āka̱raḥ,the strong god doth not flee away from him whose sire whose mother or whose brother he hath done to death  he the avenger seeketh this man's offered gifts this god the source of riches doth not flee from sin
na pa̱ñcabhi̍r da̱śabhi̍r vaṣṭy ā̱rabha̱ṁ nāsu̍nvatā sacate̱ puṣya̍tā ca̱na   ji̱nāti̱ ved a̍mu̱yā hanti̍ vā̱ dhuni̱r ā de̍va̱yum bha̍jati̱ goma̍ti vra̱je,he seeks no enterprise with five or ten to aid nor stays with him who pours no juice though prospering well  the shaker conquers or slays in this way or that and to the pious gives a stable full of kine
vi̱tvakṣa̍ṇa̱ḥ samṛ̍tau cakramāsa̱jo 'su̍nvato̱ viṣu̍ṇaḥ sunva̱to vṛ̱dhaḥ   indro̱ viśva̍sya dami̱tā vi̱bhīṣa̍ṇo yathāva̱śaṁ na̍yati̱ dāsa̱m ārya̍ḥ,exceeding strong in war he stays the chariot wheel and hating him who pours not prospers him who pours  indra the terrible tamer of every man as ārya leads away the dāsa at his will
